facility_id,name,facility_type,classification,visn,station_code,station_code_confidence,approval_state,source_system,source_snapshot_utc,source_url,website,lat,long
nca_070,Prospect Hill Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,070,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/ProspectHill_VT.asp,42.8452919,-72.5565865
nca_071,Woodland Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,071,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Woodland.asp,41.4882022,-81.6420108
nca_072,Woodlawn Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,072,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Woodlawn.asp,42.5503228,-71.5720134
nca_073,Confederate Mound,va_cemetery,Confederate Cemetery,,073,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Confederate_Mound.asp,41.7669953,-87.6025293
nca_074,Crown Hill Confederate Plot,va_cemetery,Confederate Cemetery,,074,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/CrownHill.asp,39.8200713,-86.1695929
nca_075,Camp Chase Confederate Cemetery,va_cemetery,Confederate Cemetery,,075,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/CampChase.asp,39.9436622,-83.0759775
nca_076,Confederate Stockade Cemetery,va_cemetery,Confederate Cemetery,,076,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Confederate_Stockade.asp,41.5009036,-82.730054
nca_077,North Alton Confederate Cemetery,va_cemetery,Confederate Cemetery,,077,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/North_Alton.asp,38.9184878,-90.1949907
nca_078,Point Lookout Confederate Cemetery,va_cemetery,Confederate Cemetery,,078,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Point_Lookout.asp,38.0736906,-76.3422684
nca_079,Rock Island Confederate Cemetery,va_cemetery,Confederate Cemetery,,079,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/RockIsland_Confed.asp,41.5181653,-90.5339821
nca_080,Union Confederate Monument Site,va_cemetery,Monument Sites,,080,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Union_Confed.asp,39.0759927,-94.5806864
nca_081,Woodlawn Monument Site,va_cemetery,Monument Sites,,081,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Woodlawn_Monument.asp,39.4816348,-87.4141952
nca_082,Fort Mackinac Post Cemetery,va_cemetery,Post Cemetery,,082,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Fort_Mackinac.asp,45.8584669,-84.6209773
nca_083,Fort Winnebago Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,083,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Fort_Winnebago.asp,43.5571611,-89.4274931
nca_088,Albany Rural Cemetery Soldiers' Lot,va_cemetery,Rural,,088,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Albany_Rural.asp,42.7038449,-73.723565
nca_089,Fort McClellan EPW Cemetery,va_cemetery,Post Cemetery,,089,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/FtMcClellanEPW.asp,33.7177002,-85.8093059
nca_120,Allegheny Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,120,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Allegheny.asp,40.4744345,-79.9575824
nca_121,Ashland Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,121,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Ashland.asp,40.1999354,-77.1781172
nca_122,Forest Home Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,122,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Forest_Home.asp,43.0018755,-87.9463503
nca_123,Forest Hill Cemetery Soldiers' Lot,va_cemetery,Soldiers Lot,,123,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/lots/Forest_Hill.asp,43.0657552,-89.4295433
nca_800,Alton National Cemetery,va_cemetery,National Cemetery,,800,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Alton.asp,38.8905167,-90.1630421
nca_801,Annapolis National Cemetery,va_cemetery,National Cemetery,,801,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Annapolis.asp,38.9765256,-76.5054231
nca_802,Baltimore National Cemetery,va_cemetery,National Cemetery,,802,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Baltimore.asp,39.2784415,-76.7090694
nca_803,Bath National Cemetery,va_cemetery,National Cemetery,,803,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Bath.asp,42.3472515,-77.3503042
nca_804,Beverly National Cemetery,va_cemetery,National Cemetery,,804,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Beverly.asp,40.0537261,-74.9209766
nca_805,Calverton National Cemetery,va_cemetery,National Cemetery,,805,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Calverton.asp,40.9230295,-72.8147831
nca_806,Camp Butler National Cemetery,va_cemetery,National Cemetery,,806,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/CampButler.asp,39.8318442,-89.5582857
nca_807,Crown Hill National Cemetery,va_cemetery,National Cemetery,,807,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/CrownHill.asp,39.824635,-86.173019
nca_808,Cypress Hills National Cemetery,va_cemetery,National Cemetery,,808,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/CypressHills.asp,40.6859545,-73.8812332
nca_809,Danville National Cemetery,va_cemetery,National Cemetery,,809,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/DanvilleIL.asp,40.1271172,-87.5833918
nca_810,Dayton National Cemetery,va_cemetery,National Cemetery,,810,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Dayton.asp,39.7482822,-84.2591278
nca_811,Finn's Point National Cemetery,va_cemetery,National Cemetery,,811,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/FinnsPoint.asp,39.6103333,-75.5553227
nca_812,Grafton National Cemetery,va_cemetery,National Cemetery,,812,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Grafton.asp,39.3361282,-80.0298152
nca_813,Indiantown Gap National Cemetery,va_cemetery,National Cemetery,,813,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/IndiantownGap.asp,40.4198112,-76.5777925
nca_814,Keokuk National Cemetery,va_cemetery,National Cemetery,,814,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Keokuk.asp,40.3987678,-91.4070999
nca_815,Long Island National Cemetery,va_cemetery,National Cemetery,,815,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/LongIsland.asp,40.7505637,-73.4014964
nca_816,Loudon Park National Cemetery,va_cemetery,National Cemetery,,816,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/LoudonPark.asp,39.2812904,-76.6752428
nca_817,Marion National Cemetery,va_cemetery,National Cemetery,,817,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Marion.asp,40.5238124,-85.6303287
nca_818,Massachusetts National Cemetery,va_cemetery,National Cemetery,,818,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Massachusetts.asp,41.6756266,-70.582344
nca_819,Philadelphia National Cemetery,va_cemetery,National Cemetery,,819,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Philadelphia.asp,40.0586589,-75.1530284
nca_820,Quincy National Cemetery,va_cemetery,National Cemetery,,820,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Quincy.asp,39.9316814,-91.3561561
nca_821,Rock Island National Cemetery,va_cemetery,National Cemetery,,821,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/RockIsland.asp,41.5149656,-90.5239228
nca_822,Togus National Cemetery (East),va_cemetery,National Cemetery,,822,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Togus.asp,44.2762961,-69.7117776
nca_823,Wood National Cemetery,va_cemetery,National Cemetery,,823,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Wood.asp,43.0278683,-87.9795305
nca_824,Woodlawn National Cemetery,va_cemetery,National Cemetery,,824,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Woodlawn.asp,42.1110956,-76.8265631
nca_825,Alexandria National Cemetery,va_cemetery,National Cemetery,,825,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/AlexandriaLA.asp,31.3215576,-92.4330322
nca_826,Alexandria National Cemetery,va_cemetery,National Cemetery,,826,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/AlexandriaVA.asp,38.8017832,-77.0577389
nca_827,Ball's Bluff National Cemetery,va_cemetery,National Cemetery,,827,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/BallsBluff.asp,39.1318417,-77.5275361
nca_828,Barrancas National Cemetery,va_cemetery,National Cemetery,,828,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Barrancas.asp,30.3576903,-87.289195
nca_829,Baton Rouge National Cemetery,va_cemetery,National Cemetery,,829,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/BatonRouge.asp,30.449361,-91.1691828
nca_830,Bay Pines National Cemetery,va_cemetery,National Cemetery,,830,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/BayPines.asp,27.8101209,-82.7742233
nca_831,Beaufort National Cemetery,va_cemetery,National Cemetery,,831,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Beaufort.asp,32.4398083,-80.6799086
nca_832,Biloxi National Cemetery,va_cemetery,National Cemetery,,832,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Biloxi.asp,30.4091016,-88.9470791
nca_833,Camp Nelson National Cemetery,va_cemetery,National Cemetery,,833,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/CampNelson.asp,37.7875607,-84.6060745
nca_834,Cave Hill National Cemetery,va_cemetery,National Cemetery,,834,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/CaveHill.asp,38.2484678,-85.7221659
nca_835,Chattanooga National Cemetery,va_cemetery,National Cemetery,,835,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Chattanooga.asp,35.0334229,-85.2861947
nca_836,City Point National Cemetery,va_cemetery,National Cemetery,,836,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/CityPoint.asp,37.305596,-77.2967034
nca_837,Cold Harbor National Cemetery,va_cemetery,National Cemetery,,837,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/ColdHarbor.asp,37.5890924,-77.2798499
nca_838,Corinth National Cemetery,va_cemetery,National Cemetery,,838,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Corinth.asp,34.9252225,-88.5101834
nca_839,Culpeper National Cemetery,va_cemetery,National Cemetery,,839,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Culpeper.asp,38.4705941,-77.9940185
nca_840,Danville National Cemetery,va_cemetery,National Cemetery,,840,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/DanvilleKY.asp,37.6528934,-84.7703515
nca_841,Danville National Cemetery,va_cemetery,National Cemetery,,841,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/DanvilleVA.asp,36.5773326,-79.3901096
nca_842,Fayetteville National Cemetery,va_cemetery,National Cemetery,,842,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Fayetteville.asp,36.05347,-94.1679585
nca_843,Florence National Cemetery,va_cemetery,National Cemetery,,843,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Florence.asp,34.1841027,-79.7536585
nca_844,Fort Gibson National Cemetery,va_cemetery,National Cemetery,,844,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/FtGibson.asp,35.8055933,-95.2303025
nca_845,Fort Harrison National Cemetery,va_cemetery,National Cemetery,,845,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/FtHarrison.asp,37.4290426,-77.3662067
nca_846,Fort Sam Houston National Cemetery,va_cemetery,National Cemetery,,846,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/FtSamHouston.asp,29.4768195,-98.4341908
nca_847,Fort Smith National Cemetery,va_cemetery,National Cemetery,,847,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/FtSmith.asp,35.3846933,-94.4277942
nca_848,Glendale National Cemetery,va_cemetery,National Cemetery,,848,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Glendale.asp,37.436178,-77.2351453
nca_849,Hampton National Cemetery,va_cemetery,National Cemetery,,849,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Hampton.asp,37.0204886,-76.3358467
nca_850,Hampton National Cemetery (VAMC),va_cemetery,National Cemetery,,850,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/HamptonVAMC.asp,37.0185094,-76.3310058
nca_851,Houston National Cemetery,va_cemetery,National Cemetery,,851,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Houston.asp,29.9335788,-95.4552508
nca_852,Jefferson Barracks National Cemetery,va_cemetery,National Cemetery,,852,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/JeffersonBarracks.asp,38.5014506,-90.2882008
nca_853,Jefferson City National Cemetery,va_cemetery,National Cemetery,,853,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/JeffersonCity.asp,38.5669389,-92.1611644
nca_854,Kerrville National Cemetery,va_cemetery,National Cemetery,,854,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Kerrville.asp,30.0139991,-99.1098264
nca_855,Knoxville National Cemetery,va_cemetery,National Cemetery,,855,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Knoxville.asp,35.9760621,-83.9265416
nca_856,Lebanon National Cemetery,va_cemetery,National Cemetery,,856,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Lebanon.asp,37.5529796,-85.2697806
nca_857,Lexington National Cemetery,va_cemetery,National Cemetery,,857,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Lexington.asp,38.0579153,-84.5107924
nca_858,Little Rock National Cemetery,va_cemetery,National Cemetery,,858,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/LittleRock.asp,34.7242505,-92.2595659
nca_859,Marietta National Cemetery,va_cemetery,National Cemetery,,859,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Marietta.asp,33.9520794,-84.5434107
nca_860,Memphis National Cemetery,va_cemetery,National Cemetery,,860,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Memphis.asp,35.1738958,-89.9409269
nca_861,Mill Springs National Cemetery,va_cemetery,National Cemetery,,861,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/MillSprings.asp,37.0683486,-84.7377645
nca_862,Mobile National Cemetery,va_cemetery,National Cemetery,,862,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/Mobile.asp,30.6728616,-88.0633086
nca_863,Mound City National Cemetery,va_cemetery,National Cemetery,,863,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/MoundCity.asp,37.0869224,-89.1782249
nca_864,Mountain Home National Cemetery,va_cemetery,National Cemetery,,864,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.cem.va.gov/cems/nchp/MountainHome.asp,36.3106644,-82.373671
