facility_id,name,candidate_type,candidate_value,confidence,role,candidate_source_url,raw_sha256,review_status
nca_054,Congressional Cemetery Government Lots,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Congressional.asp,871c7b21e5bc566aedc476548574b0dcb412e84cc7ab25ef466a15ca7158fc37,candidate_not_approved
nca_054,Congressional Cemetery Government Lots,phone,202-543-0539,medium,facility_contact_candidate,https://www.cem.va.gov/cems/lots/Congressional.asp,871c7b21e5bc566aedc476548574b0dcb412e84cc7ab25ef466a15ca7158fc37,candidate_not_approved
nca_054,Congressional Cemetery Government Lots,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Congressional.asp,871c7b21e5bc566aedc476548574b0dcb412e84cc7ab25ef466a15ca7158fc37,candidate_not_approved
nca_054,Congressional Cemetery Government Lots,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Congressional.asp,871c7b21e5bc566aedc476548574b0dcb412e84cc7ab25ef466a15ca7158fc37,candidate_not_approved
nca_054,Congressional Cemetery Government Lots,hours,Office Hours: This cemetery is supervised by Baltimore National Cemetery.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Congressional.asp,871c7b21e5bc566aedc476548574b0dcb412e84cc7ab25ef466a15ca7158fc37,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,phone,859-885-5727,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,phone,859-887-4860,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,phone,270-692-3390,medium,facility_contact_candidate,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_055,Evergreen Cemetery Soldiers' Lot,hours,Office Hours: Monday thru Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Evergreen.asp,d417c39db29078728a2ede6e8d25ede0909a847e24d9b598428c52f53c71093e,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,phone,402-253-3949,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,phone,402-451-1000,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,phone,402-451-8960,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,hours,HOURS Office Hours: Monday thru Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_058,Forest Lawn Cemetery Soldiers' Lot,hours,Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/ForestLawn.asp,4b0b3bd83c414c0a821d18b91ed25b5c273f9030224ee39dcc6e58e159fbba3a,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,phone,414-382-5300,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,phone,414-382-5321,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,hours,Office Hours: Monday through Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_059,Fort Crawford Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Fort_Crawford.asp,430883f31be3bdf5517feec1718613794f6be4bf58efded91524309693f8d582,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,phone,508-563-7113,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,phone,508-564-9946,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,phone,802-223-5352,medium,facility_contact_candidate,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,hours,HOURS Office Hours: Monday thru Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_061,Green Mount Cemetery Soldiers' Lot,hours,Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Green_Mount.asp,403e931a07705d611a24ffa80a62304b717897e9e70a323d2a8aa5e921ba1c0a,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,phone,810-987-6000,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,phone,810-982-7872,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,phone,810-984-9725,medium,facility_contact_candidate,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,hours,"Office Hours: Monday through Friday, 7:00 a.m.",medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_062,Lakeside Cemetery Soldiers' Lot,hours,Closed federal holidays.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Lakeside.asp,075643540786092cad85249fcc9f98ba79f7169b2e70b746b2f225d5a0f46c23,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,414-382-5300,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,414-382-5321,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,262-636-9188,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,262-635-3338,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,hours,Office Hours: Monday through Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_063,Mound Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/Mound.asp,188728fcc2ad2b391a38815b074c8ac4c4d7c41cf3c202eaa1b679007cf36c08,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,phone,913-727-1376,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,phone,913-727-1905,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,hours,Office Hours: Monday thru Friday 7:30 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_064,Mound City Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MoundCity.asp,6a19754283aa2c5682801a3c3de0f08c5464976bf667757c57aa9744a42d8403,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,phone,215-222-7510,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,phone,215-895-3531,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,hours,HOURS Office Hours: Monday thru Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day and Veterans Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_065,Mount Moriah Cemetery Soldiers' Lot,hours,Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountMoriah.asp,263eef5e57b0068e83a352c229464236e0e221d8fa01cc2ceb80354db239b3bd,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,phone,215-222-7510,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,phone,215-895-3531,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,hours,Office Hours: Monday thru Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_066,Mount Moriah Cemetery Naval Plot,hours,Closed federal holidays except Memorial Day and Veterans Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountMoriah_Naval.asp,0cd6bf9a35f4fcbdcbed216ef76fded3730fd07eb8101fc68c814f11033d19f0,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,phone,508-563-7113,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,phone,508-564-9946,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,hours,HOURS Visitation Hours: Open daily from sunrise to sunset.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,hours,Office Hours: Monday thru Friday 8:00 a.m.,medium,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_067,Mount Pleasant Cemetery Soldiers' Lot,hours,Closed federal holidays except Memorial Day.,low,facility_hours_candidate,https://www.cem.va.gov/cems/lots/MountPleasant.asp,9ab9ae743fa880b553f82bd7caee79a0201737bcf0893eb4a2f630a8a701634c,candidate_not_approved
nca_068,Oakdale Cemetery Soldiers' Lot,phone,309-784-0000,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Oakdale.asp,4da5c3c44c1e67e5bf81284a734b726718f356548c553777bc83281986dc8512,candidate_not_approved
nca_068,Oakdale Cemetery Soldiers' Lot,phone,309-782-2097,low,possibly_non_primary,https://www.cem.va.gov/cems/lots/Oakdale.asp,4da5c3c44c1e67e5bf81284a734b726718f356548c553777bc83281986dc8512,candidate_not_approved
nca_068,Oakdale Cemetery Soldiers' Lot,phone,866-900-6417,low,national_or_shared,https://www.cem.va.gov/cems/lots/Oakdale.asp,4da5c3c44c1e67e5bf81284a734b726718f356548c553777bc83281986dc8512,candidate_not_approved
nca_068,Oakdale Cemetery Soldiers' Lot,phone,800-535-1117,low,national_or_shared,https://www.cem.va.gov/cems/lots/Oakdale.asp,4da5c3c44c1e67e5bf81284a734b726718f356548c553777bc83281986dc8512,candidate_not_approved
nca_068,Oakdale Cemetery Soldiers' Lot,phone,563-324-5121,medium,facility_contact_candidate,https://www.cem.va.gov/cems/lots/Oakdale.asp,4da5c3c44c1e67e5bf81284a734b726718f356548c553777bc83281986dc8512,candidate_not_approved
nca_068,Oakdale Cemetery Soldiers' Lot,phone,800-799-4889,low,national_or_shared,https://www.cem.va.gov/cems/lots/Oakdale.asp,4da5c3c44c1e67e5bf81284a734b726718f356548c553777bc83281986dc8512,candidate_not_approved
