facility_id,name,source_system,station_code,facility_type,latitude,longitude,physical_address_formatted,physical_address_line1,physical_address_line2,physical_address_city,physical_address_state,physical_address_postal_code,physical_address_country,physical_address_source,physical_address_confidence,public_phone,website_url
vc_0110V,Bronx Vet Center,discoverva_va_locator_facility_list,0110V,vet_center,40.86263115,,"Bronx, NY",,,Bronx,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0111V,Albany Vet Center,discoverva_va_locator_facility_list,0111V,vet_center,42.72148909,,"Albany, NY",,,Albany,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0112V,Bloomfield Vet Center,discoverva_va_locator_facility_list,0112V,vet_center,40.793913,,"Bloomfield, NJ",,,Bloomfield,NJ,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0113V,Providence Vet Center,discoverva_va_locator_facility_list,0113V,vet_center,41.72092282,,"Warwick, RI",,,Warwick,RI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0114V,Trenton Vet Center,discoverva_va_locator_facility_list,0114V,vet_center,40.25514549,,"Ewing, NJ",,,Ewing,NJ,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0115V,"Portland, ME Vet Center",discoverva_va_locator_facility_list,0115V,vet_center,43.642098,,"South Portland, ME",,,South Portland,ME,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0116V,New Haven Vet Center,discoverva_va_locator_facility_list,0116V,vet_center,41.26234612,,"Orange, CT",,,Orange,CT,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0117V,Hartford Vet Center,discoverva_va_locator_facility_list,0117V,vet_center,41.6648451,,"Rocky Hill, CT",,,Rocky Hill,CT,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0118V,South Burlington Vet Center,discoverva_va_locator_facility_list,0118V,vet_center,44.45480058,,"South Burlington, VT",,,South Burlington,VT,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0119V,Northern Maine Vet Center,discoverva_va_locator_facility_list,0119V,vet_center,46.84455171,,"Caribou, ME",,,Caribou,ME,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0120V,Babylon Vet Center,discoverva_va_locator_facility_list,0120V,vet_center,40.69607288,,"Babylon, NY",,,Babylon,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0121V,Bangor Vet Center,discoverva_va_locator_facility_list,0121V,vet_center,44.78125494,,"Bangor, ME",,,Bangor,ME,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0122V,White River Junction Vet Center,discoverva_va_locator_facility_list,0122V,vet_center,43.653906,,"White River Junction, VT",,,White River Junction,VT,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0123V,Westchester Vet Center,discoverva_va_locator_facility_list,0123V,vet_center,41.097519,,"Valhalla, NY",,,Valhalla,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0124V,Rochester Vet Center,discoverva_va_locator_facility_list,0124V,vet_center,43.105689,,"Rochester, NY",,,Rochester,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0125V,Lowell Vet Center,discoverva_va_locator_facility_list,0125V,vet_center,42.64209,,"Lowell, MA",,,Lowell,MA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0126V,Worcester Vet Center,discoverva_va_locator_facility_list,0126V,vet_center,42.264909,,"Worcester, MA",,,Worcester,MA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0127V,Norwich Vet Center,discoverva_va_locator_facility_list,0127V,vet_center,41.52463613,,"Norwich, CT",,,Norwich,CT,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0128V,New Bedford Vet Center,discoverva_va_locator_facility_list,0128V,vet_center,41.64406881,,"Fairhaven, MA",,,Fairhaven,MA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0129V,Lewiston Vet Center,discoverva_va_locator_facility_list,0129V,vet_center,44.075655,,"Lewiston, ME",,,Lewiston,ME,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0130V,Sanford Vet Center,discoverva_va_locator_facility_list,0130V,vet_center,43.455546,,"Springvale, ME",,,Springvale,ME,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0131V,Syracuse Vet Center,discoverva_va_locator_facility_list,0131V,vet_center,43.049529,,"Syracuse, NY",,,Syracuse,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0132V,Staten Island Vet Center,discoverva_va_locator_facility_list,0132V,vet_center,40.64054499,,"Staten Island, NY",,,Staten Island,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0133V,Harlem Vet Center,discoverva_va_locator_facility_list,0133V,vet_center,40.80719054,,"New York, NY",,,New York,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0134V,Berlin Vet Center,discoverva_va_locator_facility_list,0134V,vet_center,44.42086558,,"Gorham, NH",,,Gorham,NH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0135V,Watertown Vet Center,discoverva_va_locator_facility_list,0135V,vet_center,43.952526,,"Watertown, NY",,,Watertown,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0136V,Cape Cod Vet Center,discoverva_va_locator_facility_list,0136V,vet_center,41.65023265,,"Hyannis, MA",,,Hyannis,MA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0137V,Binghamton Vet Center,discoverva_va_locator_facility_list,0137V,vet_center,42.100434,,"Binghamton, NY",,,Binghamton,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0138V,Nassau Vet Center,discoverva_va_locator_facility_list,0138V,vet_center,40.744629,,"Hicksville, NY",,,Hicksville,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0139V,Middletown Vet Center,discoverva_va_locator_facility_list,0139V,vet_center,41.43996263,,"Middletown, NY",,,Middletown,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0140V,Danbury Vet Center,discoverva_va_locator_facility_list,0140V,vet_center,41.39312548,,"Danbury, CT",,,Danbury,CT,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0141V,Lakewood Vet Center,discoverva_va_locator_facility_list,0141V,vet_center,40.05318462,,"Lakewood, NJ",,,Lakewood,NJ,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0201V,Baltimore Vet Center,discoverva_va_locator_facility_list,0201V,vet_center,39.387411,,"Baltimore, MD",,,Baltimore,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0202V,Louisville Vet Center,discoverva_va_locator_facility_list,0202V,vet_center,38.2306535,,"Louisville, KY",,,Louisville,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0203V,Lexington Vet Center,discoverva_va_locator_facility_list,0203V,vet_center,38.06608098,,"Lexington, KY",,,Lexington,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0204V,Cincinnati Vet Center,discoverva_va_locator_facility_list,0204V,vet_center,39.11317482,,"Cincinnati, OH",,,Cincinnati,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0205V,Cleveland Vet Center,discoverva_va_locator_facility_list,0205V,vet_center,41.36439347,,"Oakwood Village, OH",,,Oakwood Village,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0206V,Parma Vet Center,discoverva_va_locator_facility_list,0206V,vet_center,41.38829457,,"Parma Heights, OH",,,Parma Heights,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0207V,Chesapeake Vet Center,discoverva_va_locator_facility_list,0207V,vet_center,36.85018091,,"Chesapeake, VA",,,Chesapeake,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0208V,Huntington Vet Center,discoverva_va_locator_facility_list,0208V,vet_center,38.39040752,,"Huntington, WV",,,Huntington,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0209V,Elkton Vet Center,discoverva_va_locator_facility_list,0209V,vet_center,39.60410246,,"Elkton, MD",,,Elkton,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0210V,Center City Philadelphia Vet Center,discoverva_va_locator_facility_list,0210V,vet_center,39.95326919,,"Philadelphia, PA",,,Philadelphia,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0211V,Pittsburgh Vet Center,discoverva_va_locator_facility_list,0211V,vet_center,40.42665609,,"Pittsburgh, PA",,,Pittsburgh,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0212V,Williamsport Vet Center,discoverva_va_locator_facility_list,0212V,vet_center,41.2427566,,"Williamsport, PA",,,Williamsport,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0213V,Silver Spring Vet Center,discoverva_va_locator_facility_list,0213V,vet_center,39.014919,,"Silver Spring, MD",,,Silver Spring,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0214V,"Washington, D.C. Vet Center",discoverva_va_locator_facility_list,0214V,vet_center,38.94165,,"Washington, DC",,,Washington,DC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0215V,Wilmington Vet Center,discoverva_va_locator_facility_list,0215V,vet_center,39.75435,,"Wilmington, DE",,,Wilmington,DE,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0216V,Morgantown Vet Center,discoverva_va_locator_facility_list,0216V,vet_center,39.62861959,,"Morgantown, WV",,,Morgantown,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0217V,Richmond Vet Center,discoverva_va_locator_facility_list,0217V,vet_center,37.57987937,,"Richmond, VA",,,Richmond,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0218V,Harrisburg Vet Center,discoverva_va_locator_facility_list,0218V,vet_center,40.270662,,"Harrisburg, PA",,,Harrisburg,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0219V,Northeast Philadelphia Vet Center,discoverva_va_locator_facility_list,0219V,vet_center,40.03534103,,"Philadelphia, PA",,,Philadelphia,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0220V,White Oak Vet Center,discoverva_va_locator_facility_list,0220V,vet_center,40.335507,,"White Oak, PA",,,White Oak,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0221V,"Columbus, OH Vet Center",discoverva_va_locator_facility_list,0221V,vet_center,40.061097,,"Columbus, OH",,,Columbus,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0222V,Erie Vet Center,discoverva_va_locator_facility_list,0222V,vet_center,42.1226053,,"Erie, PA",,,Erie,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0223V,"Charleston, WV Vet Center",discoverva_va_locator_facility_list,0223V,vet_center,38.35797974,,"Charleston, WV",,,Charleston,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0224V,Martinsburg Vet Center,discoverva_va_locator_facility_list,0224V,vet_center,39.5457863,,"Falling Waters, WV",,,Falling Waters,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0225V,Dayton Vet Center,discoverva_va_locator_facility_list,0225V,vet_center,39.69934183,,"Kettering, OH",,,Kettering,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0226V,Roanoke Vet Center,discoverva_va_locator_facility_list,0226V,vet_center,37.26102671,,"Roanoke, VA",,,Roanoke,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0227V,DuBois Vet Center,discoverva_va_locator_facility_list,0227V,vet_center,41.12581383,,"DuBois, PA",,,DuBois,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0228V,"Alexandria, VA Vet Center",discoverva_va_locator_facility_list,0228V,vet_center,38.76787876,,"Alexandria, VA",,,Alexandria,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0229V,Scranton Vet Center,discoverva_va_locator_facility_list,0229V,vet_center,41.39584833,,"Scranton, PA",,,Scranton,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0230V,South Jersey Vet Center,discoverva_va_locator_facility_list,0230V,vet_center,39.39867382,,"Egg Harbor Township, NJ",,,Egg Harbor Township,NJ,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0231V,Beckley Vet Center,discoverva_va_locator_facility_list,0231V,vet_center,37.77891746,,"Beckley, WV",,,Beckley,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0232V,Princeton Vet Center,discoverva_va_locator_facility_list,0232V,vet_center,37.36787675,,"Princeton, WV",,,Princeton,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0233V,Wheeling Vet Center,discoverva_va_locator_facility_list,0233V,vet_center,40.04014399,,"Wheeling, WV",,,Wheeling,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0234V,Toledo Vet Center,discoverva_va_locator_facility_list,0234V,vet_center,41.610231,,"Toledo, OH",,,Toledo,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0235V,Annapolis Vet Center,discoverva_va_locator_facility_list,0235V,vet_center,38.99017644,,"Annapolis, MD",,,Annapolis,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0236V,Dundalk Vet Center,discoverva_va_locator_facility_list,0236V,vet_center,39.27375672,,"Dundalk, MD",,,Dundalk,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0237V,Prince George's County Vet Center,discoverva_va_locator_facility_list,0237V,vet_center,38.780937,,"Clinton, MD",,,Clinton,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0238V,Bucks County Vet Center,discoverva_va_locator_facility_list,0238V,vet_center,40.096296,,"Bristol, PA",,,Bristol,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0239V,Norristown Vet Center,discoverva_va_locator_facility_list,0239V,vet_center,40.12764648,,"Norristown, PA",,,Norristown,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0240V,Virginia Beach Vet Center,discoverva_va_locator_facility_list,0240V,vet_center,36.83133,,"Virginia Beach, VA",,,Virginia Beach,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0241V,Stark County Vet Center,discoverva_va_locator_facility_list,0241V,vet_center,40.802598,,"Canton, OH",,,Canton,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0242V,Lancaster Vet Center,discoverva_va_locator_facility_list,0242V,vet_center,40.05068935,,"Lancaster, PA",,,Lancaster,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0243V,Sussex County Vet Center,discoverva_va_locator_facility_list,0243V,vet_center,38.69682818,,"Georgetown, DE",,,Georgetown,DE,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0301V,St. Petersburg Vet Center,discoverva_va_locator_facility_list,0301V,vet_center,27.79043606,,"St. Petersburg, FL",,,St. Petersburg,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0303V,"Charleston, SC Vet Center",discoverva_va_locator_facility_list,0303V,vet_center,32.860836,,"North Charleston, SC",,,North Charleston,SC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0304V,Atlanta Vet Center,discoverva_va_locator_facility_list,0304V,vet_center,33.6132,,"College Park, GA",,,College Park,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0305V,"Jacksonville, FL Vet Center",discoverva_va_locator_facility_list,0305V,vet_center,30.28624952,,"Jacksonville, FL",,,Jacksonville,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0307V,San Juan Vet Center,discoverva_va_locator_facility_list,0307V,vet_center,18.40541959,,"Guaynabo, PR",,,Guaynabo,PR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0308V,U.S. Virgin Islands Vet Center,discoverva_va_locator_facility_list,0308V,vet_center,18.341275,,"St Thomas, VI",,,St Thomas,VI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0309V,Hatillo Vet Center,discoverva_va_locator_facility_list,0309V,vet_center,18.48742363,,"Hatillo, PR",,,Hatillo,PR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0310V,Miami Vet Center,discoverva_va_locator_facility_list,0310V,vet_center,25.79839483,,"Miami, FL",,,Miami,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0311V,Fort Lauderdale Vet Center,discoverva_va_locator_facility_list,0311V,vet_center,26.164908,,"Lauderdale Lakes, FL",,,Lauderdale Lakes,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0312V,Ponce Vet Center,discoverva_va_locator_facility_list,0312V,vet_center,17.99525637,,"Ponce, PR",,,Ponce,PR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0314V,Orlando Vet Center,discoverva_va_locator_facility_list,0314V,vet_center,28.482174,,"Orlando, FL",,,Orlando,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0315V,"Fayetteville, NC Vet Center",discoverva_va_locator_facility_list,0315V,vet_center,35.04327073,,"Fayetteville, NC",,,Fayetteville,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0316V,"Greenville, SC Vet Center",discoverva_va_locator_facility_list,0316V,vet_center,34.86209454,,"Greenville, SC",,,Greenville,SC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0317V,Charlotte Vet Center,discoverva_va_locator_facility_list,0317V,vet_center,35.32190126,,"Charlotte, NC",,,Charlotte,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0318V,Tampa Vet Center,discoverva_va_locator_facility_list,0318V,vet_center,27.9767283,,"Tampa, FL",,,Tampa,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0319V,"Greenville, NC Vet Center",discoverva_va_locator_facility_list,0319V,vet_center,35.59745672,,"Greenville, NC",,,Greenville,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0320V,Sarasota Vet Center,discoverva_va_locator_facility_list,0320V,vet_center,27.283473,,"Sarasota, FL",,,Sarasota,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0323V,Savannah Vet Center,discoverva_va_locator_facility_list,0323V,vet_center,32.00460292,,"Savannah, GA",,,Savannah,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0324V,"Columbia, SC Vet Center",discoverva_va_locator_facility_list,0324V,vet_center,34.01310862,,"Columbia, SC",,,Columbia,SC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0325V,Tallahassee Vet Center,discoverva_va_locator_facility_list,0325V,vet_center,30.42618064,,"Tallahassee, FL",,,Tallahassee,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0326V,Palm Beach Vet Center,discoverva_va_locator_facility_list,0326V,vet_center,26.630361,,"Greenacres, FL",,,Greenacres,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0327V,Greensboro Vet Center,discoverva_va_locator_facility_list,0327V,vet_center,36.07370247,,"Greensboro, NC",,,Greensboro,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0328V,Raleigh Vet Center,discoverva_va_locator_facility_list,0328V,vet_center,35.8990456,,"Raleigh, NC",,,Raleigh,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0329V,Lawrenceville Vet Center,discoverva_va_locator_facility_list,0329V,vet_center,33.96991568,,"Lawrenceville, GA",,,Lawrenceville,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0330V,Fort Myers Vet Center,discoverva_va_locator_facility_list,0330V,vet_center,26.603478,,"Fort Myers, FL",,,Fort Myers,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0331V,Gainesville Vet Center,discoverva_va_locator_facility_list,0331V,vet_center,29.65388509,,"Gainesville, FL",,,Gainesville,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0332V,Melbourne Vet Center,discoverva_va_locator_facility_list,0332V,vet_center,28.12172596,,"Melbourne, FL",,,Melbourne,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0333V,Macon Vet Center,discoverva_va_locator_facility_list,0333V,vet_center,32.8418953,,"Macon, GA",,,Macon,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0334V,Montgomery Vet Center,discoverva_va_locator_facility_list,0334V,vet_center,32.38184549,,"Montgomery, AL",,,Montgomery,AL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0336V,Pompano Beach Vet Center,discoverva_va_locator_facility_list,0336V,vet_center,26.27432049,,"Pompano Beach, FL",,,Pompano Beach,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0337V,Jupiter Vet Center,discoverva_va_locator_facility_list,0337V,vet_center,26.933859,,"Jupiter, FL",,,Jupiter,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0338V,Pasco County Vet Center,discoverva_va_locator_facility_list,0338V,vet_center,28.23402381,,"New Port Richey, FL",,,New Port Richey,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0339V,Clearwater Vet Center,discoverva_va_locator_facility_list,0339V,vet_center,28.038699,,"Clearwater, FL",,,Clearwater,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0340V,Lakeland Vet Center,discoverva_va_locator_facility_list,0340V,vet_center,28.0258226,,"Lakeland, FL",,,Lakeland,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0341V,Daytona Beach Vet Center,discoverva_va_locator_facility_list,0341V,vet_center,29.21220491,,"Daytona Beach, FL",,,Daytona Beach,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0342V,Marietta Vet Center,discoverva_va_locator_facility_list,0342V,vet_center,33.92764344,,"Marietta, GA",,,Marietta,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0343V,"Jacksonville, NC Vet Center",discoverva_va_locator_facility_list,0343V,vet_center,34.76538638,,"Jacksonville, NC",,,Jacksonville,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0344V,Ocala Vet Center,discoverva_va_locator_facility_list,0344V,vet_center,29.15253073,,"Ocala, FL",,,Ocala,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0345V,Clermont Vet Center,discoverva_va_locator_facility_list,0345V,vet_center,28.545174,,"Clermont, FL",,,Clermont,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0346V,Augusta Vet Center,discoverva_va_locator_facility_list,0346V,vet_center,33.475455,,"Augusta, GA",,,Augusta,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0347V,Myrtle Beach Vet Center,discoverva_va_locator_facility_list,0347V,vet_center,33.66833144,,"Myrtle Beach, SC",,,Myrtle Beach,SC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0348V,Naples Vet Center,discoverva_va_locator_facility_list,0348V,vet_center,26.15886534,,"Naples, FL",,,Naples,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0349V,"Columbus, GA Vet Center",discoverva_va_locator_facility_list,0349V,vet_center,32.48421845,,"Columbus, GA",,,Columbus,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0350V,Clarksville Vet Center,discoverva_va_locator_facility_list,0350V,vet_center,36.57919422,,"Clarksville, TN",,,Clarksville,TN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0401V,Dearborn Vet Center,discoverva_va_locator_facility_list,0401V,vet_center,42.303807,,"Dearborn, MI",,,Dearborn,MI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0402V,Detroit Vet Center,discoverva_va_locator_facility_list,0402V,vet_center,42.36636099,,"Detroit, MI",,,Detroit,MI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0403V,Grand Rapids Vet Center,discoverva_va_locator_facility_list,0403V,vet_center,42.9257471,,"Grand Rapids, MI",,,Grand Rapids,MI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0404V,Minot Vet Center,discoverva_va_locator_facility_list,0404V,vet_center,48.2003427,,"Minot, ND",,,Minot,ND,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0405V,Des Moines Vet Center,discoverva_va_locator_facility_list,0405V,vet_center,41.600144,,"West Des Moines, IA",,,West Des Moines,IA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0406V,Fargo Vet Center,discoverva_va_locator_facility_list,0406V,vet_center,46.827342,,"Fargo, ND",,,Fargo,ND,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0407V,Chicago Heights Vet Center,discoverva_va_locator_facility_list,0407V,vet_center,41.512788,,"Chicago Heights, IL",,,Chicago Heights,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0408V,Kansas City Vet Center,discoverva_va_locator_facility_list,0408V,vet_center,39.038958,,"Kansas City, MO",,,Kansas City,MO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0409V,Fort Wayne Vet Center,discoverva_va_locator_facility_list,0409V,vet_center,41.11208611,,"Fort Wayne, IN",,,Fort Wayne,IN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0410V,Chicago Vet Center,discoverva_va_locator_facility_list,0410V,vet_center,41.7352909,,"Chicago, IL",,,Chicago,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0411V,Forest Park Vet Center,discoverva_va_locator_facility_list,0411V,vet_center,41.85897298,,"Forest Park, IL",,,Forest Park,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0412V,Gary Area Vet Center,discoverva_va_locator_facility_list,0412V,vet_center,41.4491857,,"Crown Point, IN",,,Crown Point,IN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0413V,Indianapolis Vet Center,discoverva_va_locator_facility_list,0413V,vet_center,39.88155747,,"Indianapolis, IN",,,Indianapolis,IN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0414V,St. Louis Vet Center,discoverva_va_locator_facility_list,0414V,vet_center,38.659842,,"Creve Coeur, MO",,,Creve Coeur,MO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0416V,St. Paul Vet Center,discoverva_va_locator_facility_list,0416V,vet_center,44.88225012,,"Richfield, MN",,,Richfield,MN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
vc_0417V,Peoria Vet Center,discoverva_va_locator_facility_list,0417V,vet_center,40.78265391,,"Peoria, IL",,,Peoria,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
